pokemon,move,category,elite
wishiwashi,Water Gun,fast,0
wishiwashi,Waterfall,fast,0
wishiwashi,Iron Tail,fast,0
wishiwashi,Brine,charge,0
wishiwashi,Surf,charge,0
wishiwashi,Aqua Tail,charge,0
wishiwashi school,Water Gun,fast,0
wishiwashi school,Waterfall,fast,0
wishiwashi school,Iron Tail,fast,0
wishiwashi school,Brine,charge,0
wishiwashi school,Surf,charge,0
wishiwashi school,Aqua Tail,charge,0
wishiwashi solo,Water Gun,fast,0
wishiwashi solo,Waterfall,fast,0
wishiwashi solo,Iron Tail,fast,0
wishiwashi solo,Brine,charge,0
wishiwashi solo,Surf,charge,0
wishiwashi solo,Aqua Tail,charge,0
mareanie,Poison Sting,fast,0
mareanie,Bite,fast,0
mareanie,Brine,charge,0
mareanie,Gunk Shot,charge,0
mareanie,Sludge Wave,charge,0
toxapex,Poison Jab,fast,0
toxapex,Bite,fast,0
toxapex,Brine,charge,0
toxapex,Gunk Shot,charge,0
toxapex,Sludge Wave,charge,0
mudbray,Mud Slap,fast,0
mudbray,Rock Smash,fast,0
mudbray,Bulldoze,charge,0
mudbray,Body Slam,charge,0
mudbray,Earthquake,charge,0
mudsdale,Mud Slap,fast,0
mudsdale,Rock Smash,fast,0
mudsdale,Bulldoze,charge,0
mudsdale,Body Slam,charge,0
mudsdale,Earthquake,charge,0
mudsdale,Heavy Slam,charge,0
dewpider,Infestation,fast,0
dewpider,Bug Bite,fast,0
dewpider,Water Pulse,charge,0
dewpider,Bubble Beam,charge,0
dewpider,Mirror Coat,charge,0
shadow dewpider,Infestation,fast,0
shadow dewpider,Bug Bite,fast,0
shadow dewpider,Water Pulse,charge,0
shadow dewpider,Bubble Beam,charge,0
shadow dewpider,Mirror Coat,charge,0
araquanid,Infestation,fast,0
araquanid,Bug Bite,fast,0
araquanid,Bug Buzz,charge,0
araquanid,Bubble Beam,charge,0
araquanid,Mirror Coat,charge,0
araquanid,Water Pulse,charge,0
shadow araquanid,Infestation,fast,0
shadow araquanid,Bug Bite,fast,0
shadow araquanid,Bug Buzz,charge,0
shadow araquanid,Bubble Beam,charge,0
shadow araquanid,Mirror Coat,charge,0
shadow araquanid,Water Pulse,charge,0
fomantis,Razor Leaf,fast,0
fomantis,Fury Cutter,fast,0
fomantis,Leafage,fast,0
fomantis,Leaf Blade,charge,0
fomantis,Energy Ball,charge,0
fomantis,Grass Knot,charge,0
fomantis,Trailblaze,charge,0
lurantis,Razor Leaf,fast,0
lurantis,Fury Cutter,fast,0
lurantis,Leafage,fast,0
lurantis,Leaf Blade,charge,0
lurantis,Leaf Storm,charge,0
lurantis,Superpower,charge,0
lurantis,X-Scissor,charge,0
lurantis,Trailblaze,charge,0
morelull,Astonish,fast,0
morelull,Dazzling Gleam,charge,0
morelull,Seed Bomb,charge,0
shiinotic,Astonish,fast,0
shiinotic,Moonblast,charge,0
shiinotic,Seed Bomb,charge,0
shiinotic,Sludge Bomb,charge,0
shadow shiinotic,Astonish,fast,0
shadow shiinotic,Moonblast,charge,0
shadow shiinotic,Seed Bomb,charge,0
shadow shiinotic,Sludge Bomb,charge,0
salandit,Ember,fast,0
salandit,Poison Jab,fast,0
salandit,Poison Fang,charge,0
salandit,Flamethrower,charge,0
salandit,Dragon Pulse,charge,0
salazzle,Incinerate,fast,0
salazzle,Poison Jab,fast,0
salazzle,Poison Fang,charge,0
salazzle,Fire Blast,charge,0
salazzle,Dragon Pulse,charge,0
salazzle,Sludge Wave,charge,0
stufful,Tackle,fast,0
stufful,Take Down,fast,0
stufful,Superpower,charge,0
stufful,Brick Break,charge,0
stufful,Stomp,charge,0
shadow stufful,Tackle,fast,0
shadow stufful,Take Down,fast,0
shadow stufful,Superpower,charge,0
shadow stufful,Brick Break,charge,0
shadow stufful,Stomp,charge,0
bewear,Tackle,fast,0
bewear,Low Kick,fast,0
bewear,Shadow Claw,fast,0
bewear,Superpower,charge,0
bewear,Payback,charge,0
bewear,Stomp,charge,0
bewear,Drain Punch,charge,1
shadow bewear,Tackle,fast,0
shadow bewear,Low Kick,fast,0
shadow bewear,Shadow Claw,fast,0
shadow bewear,Superpower,charge,0
shadow bewear,Payback,charge,0
shadow bewear,Stomp,charge,0
shadow bewear,Drain Punch,charge,0
bounsweet,Razor Leaf,fast,0
bounsweet,Charm,fast,0
bounsweet,Energy Ball,charge,0
bounsweet,Draining Kiss,charge,0
steenee,Razor Leaf,fast,0
steenee,Charm,fast,0
steenee,Energy Ball,charge,0
steenee,Draining Kiss,charge,0
steenee,Grass Knot,charge,0
steenee,Triple Axel,charge,0
tsareena,Razor Leaf,fast,0
tsareena,Charm,fast,0
tsareena,Magical Leaf,fast,0
tsareena,Energy Ball,charge,0
tsareena,Draining Kiss,charge,0
tsareena,Grass Knot,charge,0
tsareena,Stomp,charge,0
tsareena,Triple Axel,charge,0
tsareena,High Jump Kick,charge,1
comfey,Vine Whip,fast,0
comfey,Hidden Power Bug,fast,0
comfey,Hidden Power Dark,fast,0
comfey,Hidden Power Dragon,fast,0
comfey,Hidden Power Electric,fast,0
comfey,Hidden Power Fighting,fast,0
comfey,Hidden Power Fire,fast,0
comfey,Hidden Power Flying,fast,0
comfey,Hidden Power Ghost,fast,0
comfey,Hidden Power Grass,fast,0
comfey,Hidden Power Ground,fast,0
comfey,Hidden Power Ice,fast,0
comfey,Hidden Power Poison,fast,0
comfey,Hidden Power Psychic,fast,0
comfey,Hidden Power Rock,fast,0
comfey,Hidden Power Steel,fast,0
comfey,Hidden Power Water,fast,0
comfey,Petal Blizzard,charge,0
comfey,Grass Knot,charge,0
comfey,Draining Kiss,charge,0
oranguru,Confusion,fast,0
oranguru,Zen Headbutt,fast,0
oranguru,Yawn,fast,0
oranguru,Psychic,charge,0
oranguru,Foul Play,charge,0
oranguru,Future Sight,charge,0
oranguru,Trailblaze,charge,0
oranguru,Brutal Swing,charge,0
passimian,Counter,fast,0
passimian,Rock Smash,fast,0
passimian,Take Down,fast,0
passimian,Brick Break,charge,0
passimian,Close Combat,charge,0
passimian,Superpower,charge,0
passimian,Brutal Swing,charge,0
passimian,Drain Punch,charge,0
wimpod,Struggle Bug,fast,0
wimpod,Bug Buzz,charge,0
golisopod,Fury Cutter,fast,0
golisopod,Metal Claw,fast,0
golisopod,Waterfall,fast,0
golisopod,Shadow Claw,fast,0
golisopod,X-Scissor,charge,0
golisopod,Aqua Jet,charge,0
golisopod,Aerial Ace,charge,0
golisopod,Liquidation,charge,0
golisopod,Razor Shell,charge,0
golisopodsh,Fury Cutter,fast,0
golisopodsh,Metal Claw,fast,0
golisopodsh,Waterfall,fast,0
golisopodsh,Shadow Claw,fast,0
golisopodsh,X-Scissor,charge,0
golisopodsh,Aqua Jet,charge,0
golisopodsh,Aerial Ace,charge,0
golisopodsh,Liquidation,charge,0
golisopodsh,Razor Shell,charge,0
sandygast,Astonish,fast,0
sandygast,Mud Shot,fast,0
sandygast,Sand Attack,fast,0
sandygast,Sand Tomb,charge,0
sandygast,Shadow Ball,charge,0
sandygast,Earth Power,charge,0
sandygast,Scorching Sands,charge,0
palossand,Astonish,fast,0
palossand,Mud Shot,fast,0
palossand,Sand Attack,fast,0
palossand,Sand Tomb,charge,0
palossand,Shadow Ball,charge,0
palossand,Earth Power,charge,0
palossand,Scorching Sands,charge,0
pyukumuku,Counter,fast,0
pyukumuku,Mirror Coat,charge,0
type null,Tackle,fast,0
type null,Take Down,fast,0
type null,Tri Attack,charge,0
type null,Iron Head,charge,0
type null,Aerial Ace,charge,0
silvally,Tackle,fast,0
silvally,Take Down,fast,0
silvally,Bite,fast,0
silvally,Tri Attack,charge,0
silvally,Iron Head,charge,0
silvally,Aerial Ace,charge,0
silvally,X-Scissor,charge,0
silvally bug,Tackle,fast,0
silvally bug,Take Down,fast,0
silvally bug,Bite,fast,0
silvally bug,Tri Attack,charge,0
silvally bug,Iron Head,charge,0
silvally bug,Aerial Ace,charge,0
silvally bug,X-Scissor,charge,0
silvally dark,Tackle,fast,0
silvally dark,Take Down,fast,0
silvally dark,Bite,fast,0
silvally dark,Tri Attack,charge,0
silvally dark,Iron Head,charge,0
silvally dark,Aerial Ace,charge,0
silvally dark,X-Scissor,charge,0
silvally dragon,Tackle,fast,0
silvally dragon,Take Down,fast,0
silvally dragon,Bite,fast,0
silvally dragon,Tri Attack,charge,0
silvally dragon,Iron Head,charge,0
silvally dragon,Aerial Ace,charge,0
silvally dragon,X-Scissor,charge,0
silvally electric,Tackle,fast,0
silvally electric,Take Down,fast,0
silvally electric,Bite,fast,0
silvally electric,Tri Attack,charge,0
silvally electric,Iron Head,charge,0
silvally electric,Aerial Ace,charge,0
silvally electric,X-Scissor,charge,0
silvally fairy,Tackle,fast,0
silvally fairy,Take Down,fast,0
silvally fairy,Bite,fast,0
silvally fairy,Tri Attack,charge,0
silvally fairy,Iron Head,charge,0
silvally fairy,Aerial Ace,charge,0
silvally fairy,X-Scissor,charge,0
silvally fighting,Tackle,fast,0
silvally fighting,Take Down,fast,0
silvally fighting,Bite,fast,0
silvally fighting,Tri Attack,charge,0
silvally fighting,Iron Head,charge,0
silvally fighting,Aerial Ace,charge,0
silvally fighting,X-Scissor,charge,0
silvally fire,Tackle,fast,0
silvally fire,Take Down,fast,0
silvally fire,Bite,fast,0
silvally fire,Tri Attack,charge,0
silvally fire,Iron Head,charge,0
silvally fire,Aerial Ace,charge,0
silvally fire,X-Scissor,charge,0
silvally flying,Tackle,fast,0
silvally flying,Take Down,fast,0
silvally flying,Bite,fast,0
silvally flying,Tri Attack,charge,0
silvally flying,Iron Head,charge,0
silvally flying,Aerial Ace,charge,0
silvally flying,X-Scissor,charge,0
silvally ghost,Tackle,fast,0
silvally ghost,Take Down,fast,0
silvally ghost,Bite,fast,0
silvally ghost,Tri Attack,charge,0
silvally ghost,Iron Head,charge,0
silvally ghost,Aerial Ace,charge,0
silvally ghost,X-Scissor,charge,0
silvally grass,Tackle,fast,0
silvally grass,Take Down,fast,0
silvally grass,Bite,fast,0
silvally grass,Tri Attack,charge,0
silvally grass,Iron Head,charge,0
silvally grass,Aerial Ace,charge,0
silvally grass,X-Scissor,charge,0
silvally ground,Tackle,fast,0
silvally ground,Take Down,fast,0
silvally ground,Bite,fast,0
silvally ground,Tri Attack,charge,0
silvally ground,Iron Head,charge,0
silvally ground,Aerial Ace,charge,0
silvally ground,X-Scissor,charge,0
silvally ice,Tackle,fast,0
silvally ice,Take Down,fast,0
silvally ice,Bite,fast,0
silvally ice,Tri Attack,charge,0
silvally ice,Iron Head,charge,0
silvally ice,Aerial Ace,charge,0
silvally ice,X-Scissor,charge,0
silvally poison,Tackle,fast,0
silvally poison,Take Down,fast,0
silvally poison,Bite,fast,0
silvally poison,Tri Attack,charge,0
silvally poison,Iron Head,charge,0
silvally poison,Aerial Ace,charge,0
silvally poison,X-Scissor,charge,0
silvally psychic,Tackle,fast,0
silvally psychic,Take Down,fast,0
silvally psychic,Bite,fast,0
silvally psychic,Tri Attack,charge,0
silvally psychic,Iron Head,charge,0
silvally psychic,Aerial Ace,charge,0
silvally psychic,X-Scissor,charge,0
silvally rock,Tackle,fast,0
silvally rock,Take Down,fast,0
silvally rock,Bite,fast,0
silvally rock,Tri Attack,charge,0
silvally rock,Iron Head,charge,0
silvally rock,Aerial Ace,charge,0
silvally rock,X-Scissor,charge,0
silvally steel,Tackle,fast,0
silvally steel,Take Down,fast,0
silvally steel,Bite,fast,0
silvally steel,Tri Attack,charge,0
silvally steel,Iron Head,charge,0
silvally steel,Aerial Ace,charge,0
silvally steel,X-Scissor,charge,0
silvally water,Tackle,fast,0
silvally water,Take Down,fast,0
silvally water,Bite,fast,0
silvally water,Tri Attack,charge,0
silvally water,Iron Head,charge,0
silvally water,Aerial Ace,charge,0
silvally water,X-Scissor,charge,0
minior core,Rollout,fast,0
minior core,Take Down,fast,0
minior core,Power Gem,charge,0
minior core,Ancient Power,charge,0
minior core,Acrobatics,charge,0
minior meteor,Rollout,fast,0
minior meteor,Take Down,fast,0
minior meteor,Power Gem,charge,0
minior meteor,Ancient Power,charge,0
minior meteor,Acrobatics,charge,0
komala,Rollout,fast,0
komala,Yawn,fast,0
komala,Play Rough,charge,0
komala,Bulldoze,charge,0
komala,Payback,charge,0
turtonator,Ember,fast,0
turtonator,Fire Spin,fast,0
turtonator,Incinerate,fast,0
turtonator,Overheat,charge,0
turtonator,Flamethrower,charge,0
turtonator,Dragon Pulse,charge,0
turtonator,Flash Cannon,charge,0
turtonator,Brutal Swing,charge,0
turtonator,Dragon Claw,charge,0
togedemaru,Thunder Shock,fast,0
togedemaru,Spark,fast,0
togedemaru,Fell Stinger,charge,0
togedemaru,Wild Charge,charge,0
togedemaru,Gyro Ball,charge,0
mimikyu,Shadow Claw,fast,0
mimikyu,Hex,fast,0
mimikyu,Shadow Sneak,charge,0
mimikyu,Play Rough,charge,0
mimikyu,Thunder,charge,0
mimikyu busted,Shadow Claw,fast,0
mimikyu busted,Hex,fast,0
mimikyu busted,Shadow Sneak,charge,0
mimikyu busted,Play Rough,charge,0
mimikyu busted,Thunder,charge,0
bruxish,Water Gun,fast,0
bruxish,Confusion,fast,0
bruxish,Bite,fast,0
bruxish,Psychic Fangs,charge,0
bruxish,Aqua Tail,charge,0
bruxish,Crunch,charge,0
bruxish,Psyshock,charge,0
drampa,Dragon Breath,fast,0
drampa,Extrasensory,fast,0
drampa,Outrage,charge,0
drampa,Dragon Pulse,charge,0
drampa,Fly,charge,0
drampa,Swift,charge,0
dhelmise,Astonish,fast,0
dhelmise,Shadow Claw,fast,0
dhelmise,Metal Sound,fast,0
dhelmise,Power Whip,charge,0
dhelmise,Shadow Ball,charge,0
dhelmise,Heavy Slam,charge,0
dhelmise,Wrap,charge,0
dhelmise,Brutal Swing,charge,0
jangmo o,Tackle,fast,0
jangmo o,Dragon Tail,fast,0
jangmo o,Dragon Claw,charge,0
jangmo o,Brick Break,charge,0
jangmo o,Dragon Pulse,charge,0
hakamo o,Tackle,fast,0
hakamo o,Dragon Tail,fast,0
hakamo o,Dragon Claw,charge,0
hakamo o,Brick Break,charge,0
hakamo o,Dragon Pulse,charge,0
hakamo o,Rock Tomb,charge,0
kommo o,Poison Jab,fast,0
kommo o,Dragon Tail,fast,0
kommo o,Metal Sound,fast,0
kommo o,Dragon Claw,charge,0
kommo o,Close Combat,charge,0
kommo o,Flamethrower,charge,0
kommo o,Boomburst,charge,0
kommo o,Brick Break,charge,0
kommo o,Clanging Scales,charge,0
tapu koko,Volt Switch,fast,0
tapu koko,Quick Attack,fast,0
tapu koko,Thunderbolt,charge,0
tapu koko,Dazzling Gleam,charge,0
tapu koko,Brave Bird,charge,0
tapu koko,Thunder,charge,0
tapu koko,Nature's Madness,charge,1
tapu lele,Confusion,fast,0
tapu lele,Astonish,fast,0
tapu lele,Psyshock,charge,0
tapu lele,Moonblast,charge,0
tapu lele,Focus Blast,charge,0
tapu lele,Future Sight,charge,0
tapu lele,Nature's Madness,charge,1
tapu lele,Draining Kiss,charge,0
tapu bulu,Bullet Seed,fast,0
tapu bulu,Rock Smash,fast,0
tapu bulu,Grass Knot,charge,0
tapu bulu,Dazzling Gleam,charge,0
tapu bulu,Megahorn,charge,0
tapu bulu,Solar Beam,charge,0
tapu bulu,Nature's Madness,charge,1
tapu fini,Water Gun,fast,0
tapu fini,Hidden Power Bug,fast,0
tapu fini,Hidden Power Dark,fast,0
tapu fini,Hidden Power Dragon,fast,0
tapu fini,Hidden Power Electric,fast,0
tapu fini,Hidden Power Fighting,fast,0
tapu fini,Hidden Power Fire,fast,0
tapu fini,Hidden Power Flying,fast,0
tapu fini,Hidden Power Ghost,fast,0
tapu fini,Hidden Power Grass,fast,0
tapu fini,Hidden Power Ground,fast,0
tapu fini,Hidden Power Ice,fast,0
tapu fini,Hidden Power Poison,fast,0
tapu fini,Hidden Power Psychic,fast,0
tapu fini,Hidden Power Rock,fast,0
tapu fini,Hidden Power Steel,fast,0
tapu fini,Hidden Power Water,fast,0
tapu fini,Surf,charge,0
tapu fini,Moonblast,charge,0
tapu fini,Ice Beam,charge,0
tapu fini,Hydro Pump,charge,0
tapu fini,Nature's Madness,charge,1
solgaleo,Zen Headbutt,fast,0
solgaleo,Fire Spin,fast,0
solgaleo,Iron Head,charge,0
solgaleo,Psychic Fangs,charge,0
solgaleo,Solar Beam,charge,0
solgaleo,Flamethrower,charge,0
lunala,Confusion,fast,0
lunala,Air Slash,fast,0
lunala,Shadow Claw,fast,0
lunala,Shadow Ball,charge,0
lunala,Psychic,charge,0
lunala,Moonblast,charge,0
lunala,Future Sight,charge,0
nihilego,Acid,fast,0
nihilego,Pound,fast,0
nihilego,Poison Jab,fast,0
nihilego,Power Gem,charge,0
nihilego,Gunk Shot,charge,0
nihilego,Sludge Bomb,charge,0
nihilego,Rock Slide,charge,0
buzzwole,Counter,fast,0
buzzwole,Poison Jab,fast,0
buzzwole,Power-Up Punch,charge,0
buzzwole,Fell Stinger,charge,0
buzzwole,Lunge,charge,0
buzzwole,Superpower,charge,0
pheromosa,Bug Bite,fast,0
pheromosa,Low Kick,fast,0
pheromosa,Focus Blast,charge,0
pheromosa,Bug Buzz,charge,0
pheromosa,Lunge,charge,0
pheromosa,Close Combat,charge,0
xurkitree,Thunder Shock,fast,0
xurkitree,Spark,fast,0
xurkitree,Discharge,charge,0
xurkitree,Thunder,charge,0
xurkitree,Power Whip,charge,0
xurkitree,Dazzling Gleam,charge,0
celesteela,Air Slash,fast,0
celesteela,Smack Down,fast,0
celesteela,Iron Head,charge,0
celesteela,Body Slam,charge,0
celesteela,Heavy Slam,charge,0
celesteela,Bulldoze,charge,0
kartana,Air Slash,fast,0
kartana,Razor Leaf,fast,0
kartana,Fury Cutter,fast,0
kartana,Leaf Blade,charge,0
kartana,X-Scissor,charge,0
kartana,Night Slash,charge,0
kartana,Aerial Ace,charge,0
kartana,Sacred Sword,charge,0
guzzlord,Snarl,fast,0
guzzlord,Dragon Tail,fast,0
guzzlord,Brutal Swing,charge,0
guzzlord,Dragon Claw,charge,0
guzzlord,Crunch,charge,0
guzzlord,Sludge Bomb,charge,0
necrozma,Metal Claw,fast,0
necrozma,Psycho Cut,fast,0
necrozma,Shadow Claw,fast,0
necrozma,Dark Pulse,charge,0
necrozma,Future Sight,charge,0
necrozma,Iron Head,charge,0
necrozma,Outrage,charge,0
necrozma dawn wings,Metal Claw,fast,0
necrozma dawn wings,Psycho Cut,fast,0
necrozma dawn wings,Shadow Claw,fast,0
necrozma dawn wings,Dark Pulse,charge,0
necrozma dawn wings,Future Sight,charge,0
necrozma dawn wings,Iron Head,charge,0
necrozma dawn wings,Outrage,charge,0
necrozma dawn wings,Moongeist Beam,charge,1
necrozma dusk mane,Metal Claw,fast,0
necrozma dusk mane,Psycho Cut,fast,0
necrozma dusk mane,Shadow Claw,fast,0
necrozma dusk mane,Dark Pulse,charge,0
necrozma dusk mane,Future Sight,charge,0
necrozma dusk mane,Iron Head,charge,0
necrozma dusk mane,Outrage,charge,0
necrozma dusk mane,Sunsteel Strike,charge,1
necrozma ultra,Metal Claw,fast,0
necrozma ultra,Psycho Cut,fast,0
necrozma ultra,Shadow Claw,fast,0
necrozma ultra,Dark Pulse,charge,0
necrozma ultra,Future Sight,charge,0
necrozma ultra,Iron Head,charge,0
necrozma ultra,Outrage,charge,0
marshadow,Sucker Punch,fast,0
marshadow,Counter,fast,0
marshadow,Poison Jab,fast,0
marshadow,Shadow Claw,fast,0
marshadow,Close Combat,charge,0
marshadow,Fire Punch,charge,0
marshadow,Thunder Punch,charge,0
marshadow,Ice Punch,charge,0
marshadow,Rock Slide,charge,0
poipole,Poison Jab,fast,0
poipole,Peck,fast,0
poipole,Sludge Bomb,charge,0
poipole,Sludge Wave,charge,0
poipole,Fell Stinger,charge,0
naganadel,Poison Jab,fast,0
naganadel,Air Slash,fast,0
naganadel,Sludge Bomb,charge,0
naganadel,Acrobatics,charge,0
naganadel,Fell Stinger,charge,0
naganadel,Dragon Pulse,charge,0
naganadel,Dragon Claw,charge,0
stakataka,Rock Throw,fast,0
stakataka,Take Down,fast,0
stakataka,Flash Cannon,charge,0
stakataka,Stone Edge,charge,0
stakataka,Bulldoze,charge,0
blacephalon,Incinerate,fast,0
blacephalon,Astonish,fast,0
blacephalon,Mystical Fire,charge,0
blacephalon,Shadow Ball,charge,0
blacephalon,Overheat,charge,0
blacephalon,Mind Blown,charge,0
zeraora,Spark,fast,0
zeraora,Volt Switch,fast,0
zeraora,Thunder Punch,charge,0
zeraora,Discharge,charge,0
zeraora,Wild Charge,charge,0
zeraora,Plasma Fists,charge,0
meltan,Thunder Shock,fast,0
meltan,Flash Cannon,charge,0
meltan,Thunderbolt,charge,0
melmetal,Thunder Shock,fast,0
melmetal,Flash Cannon,charge,0
melmetal,Hyper Beam,charge,0
melmetal,Rock Slide,charge,0
melmetal,Thunderbolt,charge,0
melmetal,Superpower,charge,0
melmetal,Double Iron Bash,charge,1
melmetal,Dynamic Punch,charge,0
grookey,Scratch,fast,0
grookey,Razor Leaf,fast,0
grookey,Energy Ball,charge,0
grookey,Grass Knot,charge,0
thwackey,Scratch,fast,0
thwackey,Razor Leaf,fast,0
thwackey,Energy Ball,charge,0
thwackey,Grass Knot,charge,0
rillaboom,Scratch,fast,0
rillaboom,Razor Leaf,fast,0
rillaboom,Energy Ball,charge,0
rillaboom,Grass Knot,charge,0
rillaboom,Earth Power,charge,0
rillaboom,Frenzy Plant,charge,1
scorbunny,Tackle,fast,0
scorbunny,Fire Spin,fast,0
scorbunny,Flame Charge,charge,0
scorbunny,Flamethrower,charge,0
raboot,Tackle,fast,0
raboot,Fire Spin,fast,0
raboot,Flame Charge,charge,0
raboot,Flamethrower,charge,0
cinderace,Tackle,fast,0
cinderace,Fire Spin,fast,0
cinderace,Flame Charge,charge,0
cinderace,Flamethrower,charge,0
cinderace,Focus Blast,charge,0
cinderace,Pyro Ball,charge,0
cinderace,Blast Burn,charge,1
sobble,Pound,fast,0
sobble,Water Gun,fast,0
sobble,Water Pulse,charge,0
sobble,Surf,charge,0
drizzile,Pound,fast,0
drizzile,Water Gun,fast,0
drizzile,Water Pulse,charge,0
drizzile,Surf,charge,0
inteleon,Pound,fast,0
inteleon,Water Gun,fast,0
inteleon,Water Pulse,charge,0
inteleon,Surf,charge,0
inteleon,Shadow Ball,charge,0
inteleon,Snipe Shot,charge,0
inteleon,Hydro Cannon,charge,1
skwovet,Tackle,fast,0
skwovet,Bite,fast,0
skwovet,Bullet Seed,fast,0
skwovet,Body Slam,charge,0
skwovet,Crunch,charge,0
skwovet,Trailblaze,charge,0
greedent,Tackle,fast,0
greedent,Bite,fast,0
greedent,Bullet Seed,fast,0
greedent,Mud Shot,fast,0
greedent,Body Slam,charge,0
greedent,Crunch,charge,0
greedent,Trailblaze,charge,0
rookidee,Peck,fast,0
rookidee,Air Slash,fast,0
rookidee,Sand Attack,fast,0
rookidee,Sky Attack,charge,0
rookidee,Payback,charge,0
shadow rookidee,Peck,fast,0
shadow rookidee,Air Slash,fast,0
shadow rookidee,Sand Attack,fast,0
shadow rookidee,Sky Attack,charge,0
shadow rookidee,Payback,charge,0
corvisquire,Peck,fast,0
corvisquire,Air Slash,fast,0
corvisquire,Sand Attack,fast,0
corvisquire,Sky Attack,charge,0
corvisquire,Payback,charge,0
shadow corvisquire,Peck,fast,0
shadow corvisquire,Air Slash,fast,0
shadow corvisquire,Sand Attack,fast,0
shadow corvisquire,Sky Attack,charge,0
shadow corvisquire,Payback,charge,0
corviknight,Steel Wing,fast,0
corviknight,Air Slash,fast,0
corviknight,Sand Attack,fast,0
corviknight,Sky Attack,charge,0
corviknight,Payback,charge,0
corviknight,Iron Head,charge,1
corviknight,Air Cutter,charge,0
shadow corviknight,Steel Wing,fast,0
shadow corviknight,Air Slash,fast,0
shadow corviknight,Sand Attack,fast,0
shadow corviknight,Sky Attack,charge,0
shadow corviknight,Payback,charge,0
shadow corviknight,Iron Head,charge,0
shadow corviknight,Air Cutter,charge,0
dottler,Struggle Bug,fast,0
dottler,Confusion,fast,0
dottler,Bug Buzz,charge,0
dottler,Psychic,charge,0
orbeetle,Struggle Bug,fast,0
orbeetle,Confusion,fast,0
orbeetle,Psycho Cut,fast,0
orbeetle,Bug Buzz,charge,0
orbeetle,Psychic,charge,0
orbeetle,Psyshock,charge,0
nickit,Quick Attack,fast,0
nickit,Snarl,fast,0
nickit,Sucker Punch,fast,0
nickit,Night Slash,charge,0
nickit,Play Rough,charge,0
thievul,Quick Attack,fast,0
thievul,Snarl,fast,0
thievul,Sucker Punch,fast,0
thievul,Night Slash,charge,0
thievul,Play Rough,charge,0
gossifleur,Razor Leaf,fast,0
gossifleur,Bullet Seed,fast,0
gossifleur,Energy Ball,charge,0
gossifleur,Grass Knot,charge,0
eldegoss,Razor Leaf,fast,0
eldegoss,Bullet Seed,fast,0
eldegoss,Energy Ball,charge,0
eldegoss,Grass Knot,charge,0
wooloo,Tackle,fast,0
wooloo,Take Down,fast,0
wooloo,Wild Charge,charge,0
wooloo,Payback,charge,0
wooloo,Stomp,charge,0
dubwool,Tackle,fast,0
dubwool,Take Down,fast,0
dubwool,Double Kick,fast,0
dubwool,Wild Charge,charge,0
dubwool,Payback,charge,0
dubwool,Body Slam,charge,0
chewtle,Water Gun,fast,0
chewtle,Bite,fast,0
chewtle,Body Slam,charge,0
chewtle,Surf,charge,0
drednaw,Waterfall,fast,0
drednaw,Bite,fast,0
drednaw,Body Slam,charge,0
drednaw,Surf,charge,0
drednaw,Rock Blast,charge,0
drednaw,Crunch,charge,0
yamper,Spark,fast,0
yamper,Bite,fast,0
yamper,Crunch,charge,0
yamper,Thunder,charge,0
boltund,Spark,fast,0
boltund,Bite,fast,0
boltund,Crunch,charge,0
boltund,Thunder,charge,0
rolycoly,Smack Down,fast,0
rolycoly,Tackle,fast,0
rolycoly,Rock Blast,charge,0
rolycoly,Rock Slide,charge,0
carkol,Smack Down,fast,0
carkol,Rock Blast,charge,0
carkol,Rock Slide,charge,0
carkol,Flame Charge,charge,0
coalossal,Smack Down,fast,0
coalossal,Fire Spin,fast,0
coalossal,Rock Blast,charge,0
coalossal,Rock Slide,charge,0
coalossal,Flame Charge,charge,0
flapple,Bullet Seed,fast,0
flapple,Dragon Breath,fast,0
flapple,Dragon Pulse,charge,0
flapple,Fly,charge,0
flapple,Outrage,charge,0
flapple,Seed Bomb,charge,0
appletun,Bullet Seed,fast,0
appletun,Astonish,fast,0
appletun,Dragon Pulse,charge,0
appletun,Energy Ball,charge,0
appletun,Outrage,charge,0
appletun,Seed Bomb,charge,0
silicobra,Mud Slap,fast,0
silicobra,Mud Shot,fast,0
silicobra,Dig,charge,0
silicobra,Bulldoze,charge,0
silicobra,Earth Power,charge,0
silicobra,Wrap,charge,0
sandaconda,Mud Slap,fast,0
sandaconda,Mud Shot,fast,0
sandaconda,Dig,charge,0
sandaconda,Bulldoze,charge,0
sandaconda,Earth Power,charge,0
sandaconda,Wrap,charge,0
cramorant,Peck,fast,0
cramorant,Water Gun,fast,0
cramorant,Drill Peck,charge,0
cramorant,Fly,charge,0
cramorant,Hydro Pump,charge,0
arrokuda,Waterfall,fast,0
arrokuda,Bite,fast,0
arrokuda,Peck,fast,0
arrokuda,Crunch,charge,0
arrokuda,Aqua Jet,charge,0
arrokuda,Close Combat,charge,0
barraskewda,Waterfall,fast,0
barraskewda,Bite,fast,0
barraskewda,Peck,fast,0
barraskewda,Crunch,charge,0
barraskewda,Aqua Jet,charge,0
barraskewda,Close Combat,charge,0
toxel,Acid,fast,0
toxel,Power-Up Punch,charge,0
toxtricity,Acid,fast,0
toxtricity,Spark,fast,0
toxtricity,Poison Jab,fast,0
toxtricity,Acid Spray,charge,0
toxtricity,Discharge,charge,0
